Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.985854702,0.40%,0.50%,1197,18.00%,-10.00%,4978,6.80%,0.50%,59,-3,0,$240K,6.70%,11.60%,1757,6.00%,8.30%,6/30/16,Single Family Residential,"Chicago, IL"
0.9855408,0.00%,0.70%,1136,-5.10%,-12.50%,5033,1.10%,-0.40%,61,2,-3,$239K,-0.40%,2.80%,1446,-17.70%,-6.00%,7/31/16,Single Family Residential,"Chicago, IL"
0.978586776,-0.70%,-0.20%,1246,9.70%,26.60%,4938,-1.90%,-1.90%,64,3,-1,$235K,-1.70%,6.80%,1426,-1.40%,3.90%,8/31/16,Single Family Residential,"Chicago, IL"
0.980778178,0.20%,0.30%,1007,-19.20%,49.90%,4967,0.60%,0.10%,64,0,-1,$215K,-8.50%,16.20%,1349,-5.40%,0.10%,9/30/16,Single Family Residential,"Chicago, IL"
0.982202078,0.10%,0.70%,1001,-0.60%,-8.50%,4856,-2.20%,-0.30%,70,6,1,$219K,1.90%,11.00%,1219,-9.60%,-3.90%,10/31/16,Single Family Residential,"Chicago, IL"
0.969446703,-1.30%,-0.50%,900,-10.10%,8.80%,4546,-6.40%,-0.30%,68,-2,-2,$217K,-0.80%,24.90%,960,-21.20%,4.50%,11/30/16,Single Family Residential,"Chicago, IL"
0.969820408,0.00%,0.00%,830,-7.80%,-8.00%,3914,-13.90%,-1.20%,76,8,3,$200K,-7.90%,2.60%,686,-28.50%,-9.00%,12/31/16,Single Family Residential,"Chicago, IL"
,,,528,-39.90%,3.90%,2041,3.50%,4.80%,43,1,5,$265K,-10.20%,8.80%,940,51.60%,6.70%,1/31/16,Single Family Residential,"Dallas, TX"
,,,697,32.00%,5.90%,2129,4.30%,10.10%,39,-4,3,$280K,5.70%,1.80%,1122,19.40%,20.90%,2/29/16,Single Family Residential,"Dallas, TX"
,,,931,33.60%,5.40%,2383,11.90%,20.70%,33,-6,2,$325K,16.10%,12.50%,1343,19.70%,22.40%,3/31/16,Single Family Residential,"Dallas, TX"
,,,951,2.10%,6.10%,2456,3.10%,15.10%,29,-4,1,$335K,3.00%,11.60%,1282,-4.50%,-0.50%,4/30/16,Single Family Residential,"Dallas, TX"
,,,1055,10.90%,7.20%,2503,1.90%,10.50%,26,-3,2,$335K,0.00%,4.70%,1181,-7.90%,-8.70%,5/31/16,Single Family Residential,"Dallas, TX"
,,,993,-5.90%,-6.50%,2632,5.20%,12.50%,28,2,4,$340K,1.50%,10.00%,1227,3.90%,-2.20%,6/30/16,Single Family Residential,"Dallas, TX"
,,,854,-14.00%,-18.70%,2705,2.80%,9.20%,28,0,0,$312K,-8.10%,4.20%,1150,-6.30%,-8.70%,7/31/16,Single Family Residential,"Dallas, TX"
,,,963,12.80%,7.50%,2572,-4.90%,2.10%,34,6,5,$325K,4.00%,18.10%,1105,-3.90%,-2.80%,8/31/16,Single Family Residential,"Dallas, TX"
,,,884,-8.20%,8.90%,2647,2.90%,0.40%,31,-3,-2,$320K,-1.50%,13.30%,1103,-0.20%,2.10%,9/30/16,Single Family Residential,"Dallas, TX"
,,,802,-9.30%,2.60%,2606,-1.50%,1.80%,35,4,0,$325K,1.50%,20.40%,1025,-7.10%,4.10%,10/31/16,Single Family Residential,"Dallas, TX"
,,,793,-1.10%,19.80%,2446,-6.10%,3.50%,42,7,4,$340K,4.60%,15.20%,845,-17.60%,4.20%,11/30/16,Single Family Residential,"Dallas, TX"
,,,784,-1.10%,-10.80%,2022,-17.30%,2.50%,40,-2,-2,$295K,-13.20%,0.00%,624,-26.20%,0.60%,12/31/16,Single Family Residential,"Dallas, TX"
0.983499586,-0.60%,-1.00%,560,-33.20%,22.30%,1064,-1.60%,18.80%,47,2,12,$335K,-4.30%,9.80%,625,51.70%,-0.60%,1/31/16,Single Family Residential,"Denver, CO"
0.992461634,0.90%,-0.50%,558,-0.40%,11.80%,1074,0.90%,22.70%,43,-4,8,$351K,4.80%,5.60%,744,19.00%,9.60%,2/29/16,Single Family Residential,"Denver, CO"
0.999938173,0.70%,-0.60%,741,32.80%,-1.30%,857,-20.20%,-10.60%,34,-9,17,$390K,11.00%,11.30%,909,22.20%,-3.00%,3/31/16,Single Family Residential,"Denver, CO"
1.007946656,0.80%,-0.20%,836,12.80%,7.20%,903,5.40%,-21.50%,13,-21,-1,$399K,2.50%,7.10%,1062,16.80%,-4.70%,4/30/16,Single Family Residential,"Denver, CO"
1.011959566,0.40%,-0.10%,877,4.90%,10.20%,993,10.00%,-20.40%,6,-7,-6,$395K,-1.00%,6.80%,1098,3.40%,0.70%,5/31/16,Single Family Residential,"Denver, CO"
1.009155793,-0.30%,-0.60%,945,7.80%,-6.60%,1180,18.80%,-13.10%,7,1,-7,$400K,1.20%,6.60%,1183,7.70%,6.70%,6/30/16,Single Family Residential,"Denver, CO"
1.003527872,-0.60%,-0.80%,895,-5.30%,-12.40%,1243,5.30%,-20.80%,8,1,-12,$412K,3.10%,15.80%,1023,-13.50%,-11.60%,7/31/16,Single Family Residential,"Denver, CO"
1.00111884,-0.20%,-0.60%,945,5.60%,4.20%,1318,6.00%,-18.90%,10,2,-13,$384K,-6.80%,9.70%,1060,3.60%,0.70%,8/31/16,Single Family Residential,"Denver, CO"
0.999034194,-0.20%,-0.20%,822,-13.00%,23.60%,1338,1.50%,-22.40%,13,3,-11,$377K,-2.00%,7.60%,954,-10.00%,-2.20%,9/30/16,Single Family Residential,"Denver, CO"
0.993250302,-0.60%,-0.10%,806,-1.90%,-3.10%,1172,-12.40%,-28.90%,17,4,-17,$400K,6.20%,14.30%,720,-24.50%,-18.00%,10/31/16,Single Family Residential,"Denver, CO"
0.98933825,-0.40%,0.10%,721,-10.50%,20.60%,938,-20.00%,-33.30%,20,3,-19,$380K,-5.00%,8.60%,552,-23.30%,1.10%,11/30/16,Single Family Residential,"Denver, CO"
0.989854908,0.10%,0.00%,780,8.20%,-6.90%,732,-22.00%,-32.30%,23,3,-22,$375K,-1.30%,7.10%,350,-36.60%,-15.00%,12/31/16,Single Family Residential,"Denver, CO"
0.977211011,0.40%,0.40%,469,-35.10%,2.90%,1256,2.50%,-9.10%,37,1,-7,$590K,-4.10%,6.10%,703,64.30%,-4.40%,1/31/16,Single Family Residential,"San Diego, CA"
0.974665059,-0.30%,-0.10%,499,6.40%,-10.10%,1335,6.30%,-1.60%,36,-1,-13,$585K,-0.80%,1.70%,868,23.50%,3.30%,2/29/16,Single Family Residential,"San Diego, CA"
0.982172644,0.80%,0.20%,711,42.50%,-4.20%,1354,1.40%,-3.80%,18,-18,-7,$610K,4.30%,1.80%,916,5.50%,-8.90%,3/31/16,Single Family Residential,"San Diego, CA"
0.983600841,0.10%,0.10%,777,9.30%,-7.10%,1480,9.30%,-4.30%,18,0,-2,$640K,4.90%,7.60%,1039,13.40%,1.80%,4/30/16,Single Family Residential,"San Diego, CA"
0.983208833,0.00%,0.00%,779,0.30%,3.20%,1565,5.70%,-3.30%,18,0,0,$665K,3.90%,8.10%,1011,-2.70%,7.10%,5/31/16,Single Family Residential,"San Diego, CA"
0.988460256,0.50%,0.60%,851,9.20%,-5.20%,1731,10.60%,-1.30%,16,-2,-5,$659K,-1.00%,3.70%,1016,0.50%,-3.20%,6/30/16,Single Family Residential,"San Diego, CA"
0.98100809,-0.70%,-0.10%,774,-9.00%,-8.20%,1757,1.50%,-3.90%,21,5,1,$645K,-2.10%,4.70%,924,-9.10%,-7.90%,7/31/16,Single Family Residential,"San Diego, CA"
0.981781744,0.10%,0.20%,782,1.00%,4.00%,1728,-1.70%,-5.20%,22,1,0,$653K,1.30%,10.70%,856,-7.40%,0.40%,8/31/16,Single Family Residential,"San Diego, CA"
0.982837471,0.10%,0.10%,722,-7.70%,10.40%,1576,-8.80%,-9.40%,27,5,0,$656K,0.30%,14.80%,757,-11.60%,3.70%,9/30/16,Single Family Residential,"San Diego, CA"
0.979193414,-0.40%,0.20%,712,-1.40%,2.00%,1448,-8.10%,-9.70%,30,3,0,$640K,-2.40%,11.10%,674,-11.00%,-8.40%,10/31/16,Single Family Residential,"San Diego, CA"
0.976931679,-0.20%,0.20%,704,-1.10%,29.40%,1311,-9.50%,-6.20%,30,0,1,$650K,1.60%,6.60%,527,-21.80%,-1.10%,11/30/16,Single Family Residential,"San Diego, CA"
0.978252053,0.10%,0.50%,611,-13.20%,-15.50%,1080,-17.60%,-11.80%,34,4,-2,$632K,-2.80%,2.70%,403,-23.50%,-5.80%,12/31/16,Single Family Residential,"San Diego, CA"
0.965035106,-3.10%,-0.30%,84,-36.80%,7.70%,243,-0.80%,12.50%,50,27,-7,$543K,-32.10%,-9.50%,97,24.40%,11.50%,1/31/16,Single Family Residential,"Washington, DC"
0.993509109,2.80%,0.10%,75,-10.70%,5.60%,237,-2.50%,6.30%,42,-8,11,$695K,28.00%,21.90%,117,20.60%,9.30%,2/29/16,Single Family Residential,"Washington, DC"
0.988434789,-0.50%,0.70%,111,48.00%,19.40%,262,10.50%,4.40%,29,-13,-5,$560K,-19.40%,-2.60%,190,62.40%,30.10%,3/31/16,Single Family Residential,"Washington, DC"
1.008712239,2.00%,0.80%,105,-5.40%,5.00%,280,6.90%,1.80%,19,-10,1,$763K,36.20%,-7.90%,210,10.50%,14.80%,4/30/16,Single Family Residential,"Washington, DC"
1.005582247,-0.30%,-0.10%,135,28.60%,22.70%,274,-2.10%,2.20%,10,-9,-8,$753K,-1.20%,9.10%,173,-17.60%,10.20%,5/31/16,Single Family Residential,"Washington, DC"
0.999171683,-0.60%,-0.20%,159,17.80%,10.40%,270,-1.50%,1.90%,21,11,6,$749K,-0.50%,-15.30%,147,-15.00%,0.00%,6/30/16,Single Family Residential,"Washington, DC"
0.996807922,-0.20%,0.10%,128,-19.50%,-15.20%,278,3.00%,1.80%,13,-8,-9,$881K,17.60%,6.20%,125,-15.00%,-3.10%,7/31/16,Single Family Residential,"Washington, DC"
0.979122558,-1.80%,-2.90%,118,-7.80%,2.60%,254,-8.60%,-11.50%,19,6,4,$918K,4.20%,14.80%,115,-8.00%,-5.70%,8/31/16,Single Family Residential,"Washington, DC"
0.991526575,1.20%,-0.50%,124,5.10%,96.80%,291,14.60%,-8.80%,23,4,-16,$723K,-21.30%,21.00%,165,43.50%,-1.20%,9/30/16,Single Family Residential,"Washington, DC"
0.985724795,-0.60%,0.70%,100,-19.40%,-12.30%,264,-9.30%,-24.40%,27,4,5,$700K,-3.10%,8.60%,127,-23.00%,-24.40%,10/31/16,Single Family Residential,"Washington, DC"
0.99595677,1.00%,0.70%,107,7.00%,30.50%,258,-2.30%,-10.70%,21,-6,1,$740K,5.70%,-9.10%,118,-7.10%,37.20%,11/30/16,Single Family Residential,"Washington, DC"
0.993810587,-0.20%,-0.20%,108,0.90%,-18.80%,241,-6.60%,-1.60%,21,0,-2,$658K,-11.10%,-17.80%,94,-20.30%,20.50%,12/31/16,Single Family Residential,"Washington, DC"
